"TIME","GEO","UNIT","ISCEDF13","ISCED11","SEX","Value","Flag and Footnotes"
"2018","Montenegro","Number","Total","Master's or equivalent level - professional","Total",":",""
"2018","Montenegro","Number","Total","Doctoral or equivalent level","Total",":",""
"2018","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level","Total","74,365",""
"2018","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2018","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2018","Bosnia and Herzegovina","Number","Total","Master's or equivalent level","Total","19,921",""
"2018","Bosnia and Herzegovina","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2018","Bosnia and Herzegovina","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2018","Bosnia and Herzegovina","Number","Total","Doctoral or equivalent level","Total","856",""
"2019","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level","Total","10,657,983",""
"2019","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2019","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2019","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level","Total","5,183,670",""
"2019","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level - academic","Total",":",""
"2019","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level - professional","Total",":",""
"2019","European Union - 27 countries (from 2020)","Number","Total","Doctoral or equivalent level","Total","666,724",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level","Total","2,012,794",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level - academic","Total","1,698,375",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level - professional","Total","314,419","bd"
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level","Total","1,070,851",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level - academic","Total","1,070,851",""
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2019","Germany (until 1990 former territory of the FRG)","Number","Total","Doctoral or equivalent level","Total","201,800",""
"2019","France","Number","Total","Bachelor's or equivalent level","Total","1,083,029",""
"2019","France","Number","Total","Bachelor's or equivalent level - academic","Total","774,367",""
"2019","France","Number","Total","Bachelor's or equivalent level - professional","Total","304,829",""
"2019","France","Number","Total","Master's or equivalent level","Total","996,046",""
"2019","France","Number","Total","Master's or equivalent level - academic","Total","22,054",""
"2019","France","Number","Total","Master's or equivalent level - professional","Total","692,277",""
"2019","France","Number","Total","Doctoral or equivalent level","Total","66,901",""
"2019","Italy","Number","Total","Bachelor's or equivalent level","Total","1,163,983",""
"2019","Italy","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Italy","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Italy","Number","Total","Master's or equivalent level","Total","727,490",""
"2019","Italy","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Italy","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Italy","Number","Total","Doctoral or equivalent level","Total","29,480",""
"2019","Türkiye","Number","Total","Bachelor's or equivalent level","Total","4,278,518",""
"2019","Türkiye","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Türkiye","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Türkiye","Number","Total","Master's or equivalent level","Total","536,355",""
"2019","Türkiye","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Türkiye","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Türkiye","Number","Total","Doctoral or equivalent level","Total","131,078",""
"2019","Poland","Number","Total","Bachelor's or equivalent level","Total","951,570",""
"2019","Poland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Poland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Poland","Number","Total","Master's or equivalent level","Total","439,920",""
"2019","Poland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Poland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Poland","Number","Total","Doctoral or equivalent level","Total","39,269",""
"2019","Spain","Number","Total","Bachelor's or equivalent level","Total","1,217,669",""
"2019","Spain","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Spain","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Spain","Number","Total","Master's or equivalent level","Total","345,640",""
"2019","Spain","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Spain","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Spain","Number","Total","Doctoral or equivalent level","Total","90,755",""
"2019","Netherlands","Number","Total","Bachelor's or equivalent level","Total","686,974",""
"2019","Netherlands","Number","Total","Bachelor's or equivalent level - academic","Total","207,973",""
"2019","Netherlands","Number","Total","Bachelor's or equivalent level - professional","Total","479,001",""
"2019","Netherlands","Number","Total","Master's or equivalent level","Total","184,714",""
"2019","Netherlands","Number","Total","Master's or equivalent level - academic","Total","172,132",""
"2019","Netherlands","Number","Total","Master's or equivalent level - professional","Total","12,582",""
"2019","Netherlands","Number","Total","Doctoral or equivalent level","Total","16,065","e"
"2019","Romania","Number","Total","Bachelor's or equivalent level","Total","344,928",""
"2019","Romania","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Romania","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Romania","Number","Total","Master's or equivalent level","Total","168,405",""
"2019","Romania","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Romania","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Romania","Number","Total","Doctoral or equivalent level","Total","20,416",""
"2019","Sweden","Number","Total","Bachelor's or equivalent level","Total","243,372",""
"2019","Sweden","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2019","Sweden","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2019","Sweden","Number","Total","Master's or equivalent level","Total","139,830",""
"2019","Sweden","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2019","Sweden","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2019","Sweden","Number","Total","Doctoral or equivalent level","Total","19,025",""
"2019","Austria","Number","Total","Bachelor's or equivalent level","Total","197,202",""
"2019","Austria","Number","Total","Bachelor's or equivalent level - academic","Total","197,202",""
"2019","Austria","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2019","Austria","Number","Total","Master's or equivalent level","Total","132,704",""
"2019","Austria","Number","Total","Master's or equivalent level - academic","Total","132,704",""
"2019","Austria","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2019","Austria","Number","Total","Doctoral or equivalent level","Total","19,368",""
"2019","Portugal","Number","Total","Bachelor's or equivalent level","Total","208,277",""
"2019","Portugal","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Portugal","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Portugal","Number","Total","Master's or equivalent level","Total","123,612",""
"2019","Portugal","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Portugal","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Portugal","Number","Total","Doctoral or equivalent level","Total","20,871",""
"2019","Belgium","Number","Total","Bachelor's or equivalent level","Total","376,473",""
"2019","Belgium","Number","Total","Bachelor's or equivalent level - academic","Total","142,759",""
"2019","Belgium","Number","Total","Bachelor's or equivalent level - professional","Total","233,714",""
"2019","Belgium","Number","Total","Master's or equivalent level","Total","103,661",""
"2019","Belgium","Number","Total","Master's or equivalent level - academic","Total","103,661",""
"2019","Belgium","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2019","Belgium","Number","Total","Doctoral or equivalent level","Total","17,052",""
"2019","Czechia","Number","Total","Bachelor's or equivalent level","Total","187,830",""
"2019","Czechia","Number","Total","Bachelor's or equivalent level - academic","Total","169,414",""
"2019","Czechia","Number","Total","Bachelor's or equivalent level - professional","Total","18,416",""
"2019","Czechia","Number","Total","Master's or equivalent level","Total","108,881",""
"2019","Czechia","Number","Total","Master's or equivalent level - academic","Total","108,881",""
"2019","Czechia","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2019","Czechia","Number","Total","Doctoral or equivalent level","Total","21,637",""
"2019","Greece","Number","Total","Bachelor's or equivalent level","Total","678,926",""
"2019","Greece","Number","Total","Bachelor's or equivalent level - academic","Total","489,238",""
"2019","Greece","Number","Total","Bachelor's or equivalent level - professional","Total","189,688",""
"2019","Greece","Number","Total","Master's or equivalent level","Total","84,510",""
"2019","Greece","Number","Total","Master's or equivalent level - academic","Total","78,518",""
"2019","Greece","Number","Total","Master's or equivalent level - professional","Total","5,992",""
"2019","Greece","Number","Total","Doctoral or equivalent level","Total","30,671",""
"2019","Norway","Number","Total","Bachelor's or equivalent level","Total","195,433",""
"2019","Norway","Number","Total","Bachelor's or equivalent level - academic","Total","195,433",""
"2019","Norway","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2019","Norway","Number","Total","Master's or equivalent level","Total","76,575",""
"2019","Norway","Number","Total","Master's or equivalent level - academic","Total","76,575",""
"2019","Norway","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2019","Norway","Number","Total","Doctoral or equivalent level","Total","8,956",""
"2019","Hungary","Number","Total","Bachelor's or equivalent level","Total","182,235",""
"2019","Hungary","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Hungary","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Hungary","Number","Total","Master's or equivalent level","Total","80,479",""
"2019","Hungary","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Hungary","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Hungary","Number","Total","Doctoral or equivalent level","Total","7,565",""
"2019","Switzerland","Number","Total","Bachelor's or equivalent level","Total","211,131",""
"2019","Switzerland","Number","Total","Bachelor's or equivalent level - academic","Total","158,185",""
"2019","Switzerland","Number","Total","Bachelor's or equivalent level - professional","Total","52,946",""
"2019","Switzerland","Number","Total","Master's or equivalent level","Total","72,252",""
"2019","Switzerland","Number","Total","Master's or equivalent level - academic","Total","68,870",""
"2019","Switzerland","Number","Total","Master's or equivalent level - professional","Total","3,382",""
"2019","Switzerland","Number","Total","Doctoral or equivalent level","Total","25,467",""
"2019","Finland","Number","Total","Bachelor's or equivalent level","Total","205,501",""
"2019","Finland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Finland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Finland","Number","Total","Master's or equivalent level","Total","71,643",""
"2019","Finland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Finland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Finland","Number","Total","Doctoral or equivalent level","Total","18,307",""
"2019","Bulgaria","Number","Total","Bachelor's or equivalent level","Total","149,686",""
"2019","Bulgaria","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2019","Bulgaria","Number","Total","Bachelor's or equivalent level - professional","Total","8,181",""
"2019","Bulgaria","Number","Total","Master's or equivalent level","Total","73,311",""
"2019","Bulgaria","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2019","Bulgaria","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2019","Bulgaria","Number","Total","Doctoral or equivalent level","Total","6,467",""
"2019","Denmark","Number","Total","Bachelor's or equivalent level","Total","194,663",""
"2019","Denmark","Number","Total","Bachelor's or equivalent level - academic","Total","77,537",""
"2019","Denmark","Number","Total","Bachelor's or equivalent level - professional","Total","117,126",""
"2019","Denmark","Number","Total","Master's or equivalent level","Total","69,369",""
"2019","Denmark","Number","Total","Master's or equivalent level - academic","Total","65,479",""
"2019","Denmark","Number","Total","Master's or equivalent level - professional","Total","3,890",""
"2019","Denmark","Number","Total","Doctoral or equivalent level","Total","9,313",""
"2019","Croatia","Number","Total","Bachelor's or equivalent level","Total","95,672",""
"2019","Croatia","Number","Total","Bachelor's or equivalent level - academic","Total","55,502",""
"2019","Croatia","Number","Total","Bachelor's or equivalent level - professional","Total","40,170",""
"2019","Croatia","Number","Total","Master's or equivalent level","Total","64,609",""
"2019","Croatia","Number","Total","Master's or equivalent level - academic","Total","57,349",""
"2019","Croatia","Number","Total","Master's or equivalent level - professional","Total","7,260",""
"2019","Croatia","Number","Total","Doctoral or equivalent level","Total","3,533",""
"2019","Slovakia","Number","Total","Bachelor's or equivalent level","Total","77,176",""
"2019","Slovakia","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Slovakia","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Slovakia","Number","Total","Master's or equivalent level","Total","54,375",""
"2019","Slovakia","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Slovakia","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Slovakia","Number","Total","Doctoral or equivalent level","Total","6,769",""
"2019","Serbia","Number","Total","Bachelor's or equivalent level","Total","191,014",""
"2019","Serbia","Number","Total","Bachelor's or equivalent level - academic","Total","149,865",""
"2019","Serbia","Number","Total","Bachelor's or equivalent level - professional","Total","41,149",""
"2019","Serbia","Number","Total","Master's or equivalent level","Total","47,350",""
"2019","Serbia","Number","Total","Master's or equivalent level - academic","Total","46,020",""
"2019","Serbia","Number","Total","Master's or equivalent level - professional","Total","1,330",""
"2019","Serbia","Number","Total","Doctoral or equivalent level","Total","11,407",""
"2019","Ireland","Number","Total","Bachelor's or equivalent level","Total","167,449",""
"2019","Ireland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Ireland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Ireland","Number","Total","Master's or equivalent level","Total","34,934",""
"2019","Ireland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Ireland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Ireland","Number","Total","Doctoral or equivalent level","Total","8,647",""
"2019","Lithuania","Number","Total","Bachelor's or equivalent level","Total","82,178",""
"2019","Lithuania","Number","Total","Bachelor's or equivalent level - academic","Total","47,811",""
"2019","Lithuania","Number","Total","Bachelor's or equivalent level - professional","Total","34,367",""
"2019","Lithuania","Number","Total","Master's or equivalent level","Total","26,870",""
"2019","Lithuania","Number","Total","Master's or equivalent level - academic","Total","25,052",""
"2019","Lithuania","Number","Total","Master's or equivalent level - professional","Total","1,818",""
"2019","Lithuania","Number","Total","Doctoral or equivalent level","Total","2,720",""
"2019","Cyprus","Number","Total","Bachelor's or equivalent level","Total","23,758",""
"2019","Cyprus","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2019","Cyprus","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2019","Cyprus","Number","Total","Master's or equivalent level","Total","20,149",""
"2019","Cyprus","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2019","Cyprus","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2019","Cyprus","Number","Total","Doctoral or equivalent level","Total","1,492",""
"2019","Slovenia","Number","Total","Bachelor's or equivalent level","Total","41,348",""
"2019","Slovenia","Number","Total","Bachelor's or equivalent level - academic","Total","22,271",""
"2019","Slovenia","Number","Total","Bachelor's or equivalent level - professional","Total","19,077",""
"2019","Slovenia","Number","Total","Master's or equivalent level","Total","20,988",""
"2019","Slovenia","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2019","Slovenia","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2019","Slovenia","Number","Total","Doctoral or equivalent level","Total","3,089",""
"2019","Latvia","Number","Total","Bachelor's or equivalent level","Total","45,332",""
"2019","Latvia","Number","Total","Bachelor's or equivalent level - academic","Total","17,155",""
"2019","Latvia","Number","Total","Bachelor's or equivalent level - professional","Total","28,177",""
"2019","Latvia","Number","Total","Master's or equivalent level","Total","18,241",""
"2019","Latvia","Number","Total","Master's or equivalent level - academic","Total","4,585",""
"2019","Latvia","Number","Total","Master's or equivalent level - professional","Total","13,656",""
"2019","Latvia","Number","Total","Doctoral or equivalent level","Total","2,126",""
"2019","Estonia","Number","Total","Bachelor's or equivalent level","Total","28,211",""
"2019","Estonia","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Estonia","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Estonia","Number","Total","Master's or equivalent level","Total","14,884",""
"2019","Estonia","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Estonia","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Estonia","Number","Total","Doctoral or equivalent level","Total","2,389",""
"2019","Malta","Number","Total","Bachelor's or equivalent level","Total","8,807",""
"2019","Malta","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Malta","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Malta","Number","Total","Master's or equivalent level","Total","5,029",""
"2019","Malta","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Malta","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Malta","Number","Total","Doctoral or equivalent level","Total","177",""
"2019","Iceland","Number","Total","Bachelor's or equivalent level","Total","12,480",""
"2019","Iceland","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2019","Iceland","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","Iceland","Number","Total","Master's or equivalent level","Total","4,616",""
"2019","Iceland","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2019","Iceland","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","Iceland","Number","Total","Doctoral or equivalent level","Total","577",""
"2019","North Macedonia","Number","Total","Bachelor's or equivalent level","Total","53,677",""
"2019","North Macedonia","Number","Total","Bachelor's or equivalent level - academic","Total","40,195",""
"2019","North Macedonia","Number","Total","Bachelor's or equivalent level - professional","Total","13,482",""
"2019","North Macedonia","Number","Total","Master's or equivalent level","Total","2,554",""
"2019","North Macedonia","Number","Total","Master's or equivalent level - academic","Total","2,316",""
"2019","North Macedonia","Number","Total","Master's or equivalent level - professional","Total","238",""
"2019","North Macedonia","Number","Total","Doctoral or equivalent level","Total","454",""
"2019","Luxembourg","Number","Total","Bachelor's or equivalent level","Total","2,940",""
"2019","Luxembourg","Number","Total","Bachelor's or equivalent level - academic","Total","1,625",""
"2019","Luxembourg","Number","Total","Bachelor's or equivalent level - professional","Total","1,315",""
"2019","Luxembourg","Number","Total","Master's or equivalent level","Total","2,524",""
"2019","Luxembourg","Number","Total","Master's or equivalent level - academic","Total","968",""
"2019","Luxembourg","Number","Total","Master's or equivalent level - professional","Total","1,557",""
"2019","Luxembourg","Number","Total","Doctoral or equivalent level","Total","819",""
"2019","Liechtenstein","Number","Total","Bachelor's or equivalent level","Total","458",""
"2019","Liechtenstein","Number","Total","Bachelor's or equivalent level - academic","Total","458",""
"2019","Liechtenstein","Number","Total","Bachelor's or equivalent level - professional","Total","0",""
"2019","Liechtenstein","Number","Total","Master's or equivalent level","Total","286",""
"2019","Liechtenstein","Number","Total","Master's or equivalent level - academic","Total","286",""
"2019","Liechtenstein","Number","Total","Master's or equivalent level - professional","Total","0",""
"2019","Liechtenstein","Number","Total","Doctoral or equivalent level","Total","167",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level","Total","12,347,160",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level","Total","5,669,066",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level - academic","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Master's or equivalent level - professional","Total",":",""
"2019","European Union - 28 countries (2013-2020)","Number","Total","Doctoral or equivalent level","Total","779,269",""
"2019","United Kingdom","Number","Total","Bachelor's or equivalent level","Total","1,689,177",""
"2019","United Kingdom","Number","Total","Bachelor's or equivalent level - academic","Total","1,689,177",""
"2019","United Kingdom","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2019","United Kingdom","Number","Total","Master's or equivalent level","Total","485,396",""
"2019","United Kingdom","Number","Total","Master's or equivalent level - academic","Total","485,396",""
"2019","United Kingdom","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2019","United Kingdom","Number","Total","Doctoral or equivalent level","Total","112,545",""
"2019","Montenegro","Number","Total","Bachelor's or equivalent level","Total",":",""
"2019","Montenegro","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2019","Montenegro","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2019","Montenegro","Number","Total","Master's or equivalent level","Total",":",""
"2019","Montenegro","Number","Total","Master's or equivalent level - academic","Total",":",""
"2019","Montenegro","Number","Total","Master's or equivalent level - professional","Total",":",""
"2019","Montenegro","Number","Total","Doctoral or equivalent level","Total",":",""
"2019","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level","Total","67,031",""
"2019","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2019","Bosnia and Herzegovina","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2019","Bosnia and Herzegovina","Number","Total","Master's or equivalent level","Total","21,004",""
"2019","Bosnia and Herzegovina","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2019","Bosnia and Herzegovina","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2019","Bosnia and Herzegovina","Number","Total","Doctoral or equivalent level","Total","981",""
"2020","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level","Total","10,749,871",""
"2020","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level - academic","Total",":",""
"2020","European Union - 27 countries (from 2020)","Number","Total","Bachelor's or equivalent level - professional","Total",":",""
"2020","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level","Total","5,287,407",""
"2020","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level - academic","Total",":",""
"2020","European Union - 27 countries (from 2020)","Number","Total","Master's or equivalent level - professional","Total",":",""
"2020","European Union - 27 countries (from 2020)","Number","Total","Doctoral or equivalent level","Total","650,755",""
"2020","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level","Total","2,002,583",""
"2020","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level - academic","Total","1,706,870",""
"2020","Germany (until 1990 former territory of the FRG)","Number","Total","Bachelor's or equivalent level - professional","Total","295,713",""
"2020","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level","Total","1,084,652",""
"2020","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level - academic","Total","1,084,652",""
"2020","Germany (until 1990 former territory of the FRG)","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2020","Germany (until 1990 former territory of the FRG)","Number","Total","Doctoral or equivalent level","Total","182,778","bd"
"2020","France","Number","Total","Bachelor's or equivalent level","Total","1,116,575",""
"2020","France","Number","Total","Bachelor's or equivalent level - academic","Total","794,725",""
"2020","France","Number","Total","Bachelor's or equivalent level - professional","Total","317,664",""
"2020","France","Number","Total","Master's or equivalent level","Total","1,018,720",""
"2020","France","Number","Total","Master's or equivalent level - academic","Total","16,158",""
"2020","France","Number","Total","Master's or equivalent level - professional","Total","709,903",""
"2020","France","Number","Total","Doctoral or equivalent level","Total","66,122",""
"2020","Italy","Number","Total","Bachelor's or equivalent level","Total","1,227,227",""
"2020","Italy","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2020","Italy","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2020","Italy","Number","Total","Master's or equivalent level","Total","752,079",""
"2020","Italy","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2020","Italy","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2020","Italy","Number","Total","Doctoral or equivalent level","Total","31,533",""
"2020","Türkiye","Number","Total","Bachelor's or equivalent level","Total","4,383,540",""
"2020","Türkiye","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2020","Türkiye","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2020","Türkiye","Number","Total","Master's or equivalent level","Total","452,387",""
"2020","Türkiye","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2020","Türkiye","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2020","Türkiye","Number","Total","Doctoral or equivalent level","Total","137,173",""
"2020","Poland","Number","Total","Bachelor's or equivalent level","Total","917,005",""
"2020","Poland","Number","Total","Bachelor's or equivalent level - academic","Total","706,290",""
"2020","Poland","Number","Total","Bachelor's or equivalent level - professional","Total","210,715",""
"2020","Poland","Number","Total","Master's or equivalent level","Total","439,159",""
"2020","Poland","Number","Total","Master's or equivalent level - academic","Total","368,385",""
"2020","Poland","Number","Total","Master's or equivalent level - professional","Total","70,774",""
"2020","Poland","Number","Total","Doctoral or equivalent level","Total","33,662",""
"2020","Spain","Number","Total","Bachelor's or equivalent level","Total","1,224,186",""
"2020","Spain","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2020","Spain","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2020","Spain","Number","Total","Master's or equivalent level","Total","365,556",""
"2020","Spain","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2020","Spain","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2020","Spain","Number","Total","Doctoral or equivalent level","Total","92,657",""
"2020","Netherlands","Number","Total","Bachelor's or equivalent level","Total","695,419",""
"2020","Netherlands","Number","Total","Bachelor's or equivalent level - academic","Total","215,298",""
"2020","Netherlands","Number","Total","Bachelor's or equivalent level - professional","Total","480,121",""
"2020","Netherlands","Number","Total","Master's or equivalent level","Total","195,384",""
"2020","Netherlands","Number","Total","Master's or equivalent level - academic","Total","182,545",""
"2020","Netherlands","Number","Total","Master's or equivalent level - professional","Total","12,839",""
"2020","Netherlands","Number","Total","Doctoral or equivalent level","Total","16,417","e"
"2020","Romania","Number","Total","Bachelor's or equivalent level","Total","349,414",""
"2020","Romania","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2020","Romania","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
"2020","Romania","Number","Total","Master's or equivalent level","Total","171,909",""
"2020","Romania","Number","Total","Master's or equivalent level - academic","Total",":","d"
"2020","Romania","Number","Total","Master's or equivalent level - professional","Total",":","d"
"2020","Romania","Number","Total","Doctoral or equivalent level","Total","21,976",""
"2020","Sweden","Number","Total","Bachelor's or equivalent level","Total","256,655",""
"2020","Sweden","Number","Total","Bachelor's or equivalent level - academic","Total",":","z"
"2020","Sweden","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2020","Sweden","Number","Total","Master's or equivalent level","Total","143,164",""
"2020","Sweden","Number","Total","Master's or equivalent level - academic","Total",":","z"
"2020","Sweden","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2020","Sweden","Number","Total","Doctoral or equivalent level","Total","18,828",""
"2020","Austria","Number","Total","Bachelor's or equivalent level","Total","196,271",""
"2020","Austria","Number","Total","Bachelor's or equivalent level - academic","Total","196,271",""
"2020","Austria","Number","Total","Bachelor's or equivalent level - professional","Total",":","z"
"2020","Austria","Number","Total","Master's or equivalent level","Total","134,423",""
"2020","Austria","Number","Total","Master's or equivalent level - academic","Total","134,423",""
"2020","Austria","Number","Total","Master's or equivalent level - professional","Total",":","z"
"2020","Austria","Number","Total","Doctoral or equivalent level","Total","19,012",""
"2020","Portugal","Number","Total","Bachelor's or equivalent level","Total","216,142",""
"2020","Portugal","Number","Total","Bachelor's or equivalent level - academic","Total",":","d"
"2020","Portugal","Number","Total","Bachelor's or equivalent level - professional","Total",":","d"
