Country Code,Total graduates ISCED 5-7,Total graduates at ISCED 8
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,2697,a
RO,m,m
RO,m,m
RO,m,m
RO,626,a
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,85,a
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RO,m,m
RS,13917,581
RS,7113,229
RS,3856,79
RS,2624,83
RS,659,55
RS,272,0
RS,50,s
RS,882,6
RS,1423,s
RS,112,0
RS,2031,11
RS,1537,4
RS,874,13
RS,375,0
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,768,s
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
RS,m,m
SE,7147,435
SE,9956,455
SE,6647,279
SE,7041,298
SE,4549,173
SE,5207,211
SE,2430,352
SE,4114,393
SE,2626,325
SE,1881,121
SE,673,17
SE,1059,140
SE,2088,44
SE,2669,72
SE,1550,18
SE,616,27
SE,2092,36
SE,3172,14
SE,1928,36
SE,114,s
SE,1450,15
SE,1201,s
SE,1223,s
SE,1271,7
SE,1029,a
SE,780,4
SE,1276,7
SE,1204,5
SE,98,a
SE,141,a
SE,40,a
SE,195,a
SE,314,0
SE,185,a
SE,264,a
SE,3133,46
SE,107,a
SI,9097,691
SI,3687,156
SI,957,62
SI,84,22
SI,68,a
SI,47,a
SI,651,5
SI,278,a
SI,59,a
SI,54,7
SI,154,8
SI,64,11
SI,99,m
SI,34,5
SI,83,a
SI,88,a
SI,42,a
SI,33,a
SI,23,a
SI,8,40
SI,0,a
SI,138,5
SI,8,m
SI,5,a
SI,13,m
SI,21,a
SI,29,5
SI,29,5
SI,0,5
SI,0,a
SI,18,a
SI,9,a
SI,13,a
SI,5,a
SI,9,a
SI,26,a
SI,7,a
SI,10,a
SI,0,a
SI,16,a
SI,6,a
SI,8,a
SI,0,a
SI,0,a
SI,0,a
SI,0,a
SI,a,5
SI,5,a
SI,5,a
SI,0,a
SK,7149,454
SK,2258,107
SK,3106,85
SK,1912,26
SK,1906,63
SK,653,9
SK,978,18
SK,1803,52
SK,710,26
SK,4675,33
SK,370,12
SK,3363,75
SK,3459,89
SK,1892,67
SK,3998,242
SK,3454,140
SK,1421,a
SK,2641,106
SK,913,23
SK,3152,69
SK,1447,a
SK,177,6
SK,180,s
SK,401,a
SK,2873,91
SK,1184,43
SK,333,19
SK,177,18
SK,164,17
SK,90,s
SK,530,19
SK,885,a
TR,4246,21
TR,4,0
TR,181,0
TR,3811,0
TR,7704,31
TR,7376,15
TR,2283,0
TR,3499,s
TR,8700,14
TR,3038,6
TR,2752,0
TR,200503,105
TR,9349,414
TR,1282,5
TR,811,8
TR,35741,268
TR,7307,45
TR,2447,4
TR,2127,s
TR,1174,s
TR,2651,s
TR,2211,0
TR,1936,0
TR,2150,71
TR,2055,s
TR,38,s
TR,4871,13
TR,9002,67
TR,9189,39
TR,7455,70
TR,1902,5
TR,8885,171
TR,6340,51
TR,9391,166
TR,8825,56
TR,2776,18
TR,8328,210
TR,7653,118
TR,3278,6
TR,182,0
TR,4290,57
TR,6538,78
TR,666,13
TR,12865,409
TR,6941,61
TR,5335,31
TR,476,60
TR,5289,0
TR,3076,0
TR,6897,317
TR,685,0
TR,4061,15
TR,2041,5
TR,715,0
TR,136,s
TR,6434,109
TR,19624,441
TR,5340,173
TR,765,6
TR,521,21
TR,3510,5
TR,5207,37
TR,5584,25
TR,2394,s
TR,8080,106
TR,4017,0
TR,5034,31
TR,3654,0
TR,2051,s
TR,12560,58
TR,1565,s
TR,11224,216
TR,4516,0
TR,5338,25
TR,992,33
TR,5911,24
TR,4167,11
TR,1992,0
TR,4081,13
TR,4180,48
TR,2390,5
TR,3908,18
TR,9420,96
TR,2776,s
TR,3656,245
TR,1615,s
TR,7499,32
TR,2794,11
TR,13027,124
TR,14680,151
TR,1912,0
TR,1340,s
TR,12518,130
TR,819,0
TR,6586,28
TR,1810,0
TR,m,0
TR,9353,73
TR,3325,6
TR,2065,4
TR,1715,20
TR,5130,152
TR,4850,24
TR,852,0
TR,s,0
TR,s,0
TR,817,9
TR,1199,s
TR,3072,10
TR,1980,23
TR,6771,16
TR,344,0
TR,16,0
TR,104,0
TR,604,s
TR,887,s
TR,991,s
TR,747,s
TR,1049,48
TR,808,0
TR,763,s
TR,1795,24
TR,978,s
TR,1173,s
TR,2291,82
TR,135,0
TR,4209,10
TR,6371,7
TR,3242,14
TR,971,5
TR,4303,0
TR,573,0
TR,2059,12
TR,1088,s
TR,612,0
TR,408,0
TR,1246,11
TR,1331,6
TR,783,0
TR,996,10
TR,836,7
TR,499,0
TR,1958,37
TR,335,s
TR,759,s
TR,4253,0
TR,159,0
TR,3607,27
TR,558,8
TR,246,0
TR,843,44
TR,180,0
TR,486,s
TR,17,0
TR,704,9
TR,674,0
TR,948,15
TR,514,s
TR,706,0
TR,65,0
TR,2525,0
TR,1140,11
TR,2415,9
TR,1508,0
TR,887,s
TR,546,a
TR,430,a
TR,123,a
TR,779,a
TR,735,a
TR,1363,a
TR,m,m
TR,m,m
TR,m,a
TR,m,m
TR,m,m
TR,m,m
TR,m,0
TR,711,a
TR,m,0
TR,418,a
TR,s,0
TR,933,0
TR,m,0
TR,69,0
TR,m,m
TR,m,m
TR,m,m
TR,889,0
TR,129,0
TR,1614,0
TR,0,0
TR,0,0
TR,0,0
TR,240,s
UK,6640,55
UK,3300,90
UK,2805,5
UK,4220,260
UK,5335,70
UK,3300,120
UK,9440,30
UK,10285,790
UK,1740,a
UK,1000,a
UK,1980,10
UK,1065,a
UK,5275,75
UK,3730,80
UK,5740,70
UK,6800,575
UK,4570,200
UK,2910,5
UK,1120,75
UK,4865,2370
UK,40,35
UK,5500,70
UK,8570,90
UK,490,5
UK,4670,55
UK,2110,5
UK,7145,130
UK,280,20
UK,10200,80
UK,2205,200
UK,1605,5
UK,3615,10
UK,6385,75
UK,5080,15
UK,6235,385
UK,5770,255
UK,5620,90
UK,5725,15
UK,4820,240
UK,7160,365
UK,1300,10
UK,2830,35
UK,3025,150
UK,6790,80
UK,885,10
UK,6815,95
UK,185,5
UK,6155,220
UK,4665,225
UK,5510,1215
UK,3175,100
UK,5910,240
UK,9930,580
UK,7285,85
UK,4195,275
UK,7150,45
UK,9700,570
UK,1305,a
UK,5770,295
UK,4260,65
UK,1810,15
UK,7710,60
UK,7250,535
UK,6125,25
UK,1005,10
UK,4265,30
UK,5205,25
UK,5810,170
UK,720,75
UK,4655,275
UK,10305,125
UK,13320,1100
UK,7065,115
UK,8005,700
UK,1000,a
UK,4355,25
UK,9350,105
UK,615,a
UK,10425,855
UK,8305,95
UK,17465,120
UK,6480,70
UK,6550,1240
UK,980,a
UK,7930,135
UK,7130,90
UK,6360,290
UK,5200,295
UK,2500,30
UK,245,5
UK,465,0
UK,585,25
UK,300,5
UK,3455,175
UK,200,a
UK,495,25
UK,1115,50
UK,1750,5
UK,6055,145
UK,2465,145
UK,11080,90
UK,9285,660
UK,3415,5
UK,7985,615
UK,5100,30
UK,5560,40
UK,5270,275
UK,5125,205
UK,5640,20
UK,2960,10
UK,13475,1475
UK,8335,450
UK,7180,65
UK,6975,60
UK,2375,15
UK,6005,45
UK,3815,15
UK,2405,10
UK,6380,365
UK,2600,120
UK,3500,185
UK,9175,410
UK,4900,50
UK,1905,5
UK,4575,220
UK,4415,250
UK,1190,25
UK,3690,155
UK,9120,990
UK,5365,70
UK,7165,395
UK,3510,175
UK,4250,50
UK,1355,20
UK,3900,40
UK,350,a
UK,2500,230
UK,2865,90
UK,6445,270
UK,3320,25
UK,5970,10
UK,6835,375
UK,7555,115
UK,320,0
UK,370,a
UK,370,5
UK,3525,25
UK,270,10
UK,8635,60
UK,520,a
UK,245,a
UK,735,a
UK,235,a
UK,1490,0
UK,275,a
UK,735,5
UK,515,a
UK,250,a
UK,400,a
UK,105,a
UK,300,a
UK,85,a
UK,10,a
UK,20,a
UK,75,a
UK,35,a
UK,145,a
UK,85,a
UK,750,a
UK,5,a
UK,2360,a
UK,195,a
UK,30,a
UK,265,a
UK,0,a
UK,30,a
UK,30,a
UK,50,a
UK,60,a
UK,m,a
UK,15,a
UK,40,a
UK,385,a
UK,10,a
UK,55,a
UK,25,a
UK,85,a
UK,110,a
UK,90,a
UK,80,a
UK,60,a
UK,45,a
UK,100,a
UK,275,a
UK,1430,a
UK,425,a
UK,270,a
UK,15,a
UK,100,a
UK,40,a
UK,75,a
UK,5,a
UK,450,a
UK,5,a
UK,300,a
UK,105,a
UK,55,a
UK,30,a
UK,90,a
UK,315,a
UK,90,a
UK,40,a
UK,50,a
UK,25,a
UK,110,a
UK,340,a
UK,10,a
UK,145,a
UK,5,a
UK,10,a
UK,30,a
UK,80,a
UK,25,a
UK,10,a
UK,80,a
UK,305,a
UK,55,a
UK,30,a
UK,15,a
UK,335,a
UK,40,a
UK,30,a
UK,65,a
UK,10,a
UK,25,a
UK,50,a
UK,35,a
UK,10,a
UK,10,a
UK,395,a
UK,45,a
UK,10,a
UK,55,a
UK,125,a
UK,495,a
UK,45,a
UK,240,a
UK,215,a
UK,30,a
UK,415,a
UK,25,a
UK,75,a
UK,45,a
UK,35,a
UK,85,a
UK,25,a
UK,25,a
UK,275,a
AL,m,m
AL,m,m
AL,m,m
AL,m,m
AL,m,m
AL,m,a
AL,m,m
AL,m,a
AL,m,m
AL,m,a
AL,m,m
AL,m,m
AL,m,m
AL,m,m
AL,m,m
AL,m,m
AL,m,a
AL,m,m
AL,m,m
AL,m,a
AL,m,a
AL,m,m
AL,m,a
AL,m,a
AL,m,m
AL,m,a
AL,m,a
AL,m,a
AL,m,a
AL,m,a
AL,m,a
AL,m,a
AL,m,a
AL,m,a
AL,m,a
AL,m,a
AL,m,a
AL,m,m
AT,9307,375,505,013888889
AT,3377,161,5
AT,3712,666666667,234
AT,1963,513888889,104
AT,2561,222222222,258,027777778
AT,1683,166666667,145,666666667
AT,417,013888889,61
AT,1356,180555556,110,5
AT,178,5,39
AT,2749,916666667,69
AT,1676,041666667,114,347222222
AT,1390,847222222,69,5
AT,1385,642857143,a
AT,645,5,138,5
AT,482,44
AT,303,36
AT,119,013888889,12
AT,212,027777778,8
AT,346,15
AT,335,6
AT,281,166666667,9
AT,163,333333333,2
AT,24,833333333,3
AT,215,833333333,20
AT,191,16,5
AT,128,a
AT,124,666666667,a
AT,103,a
AT,137,a
AT,313,7
AT,68,0
AT,58,a
AT,94,5,a
AT,228,a
AT,384,a
AT,611,a
AT,353,5,a
AT,257,a
AT,460,5,a
AT,128,a
AT,334,666666667,a
AT,116,a
AT,155,5,a
AT,757,5,a
AT,656,a
AT,148,5,a
AT,480,a
AT,747,5,a
AT,680,847222222,a
AT,381,5,a
AT,489,a
AT,818,861111111,a
AT,130,a
AT,446,5,a
AT,1461,5,a
AT,1277,5,a
AT,78,a
AT,181,013888889,a
AT,179,5,a
AT,849,5,a
AT,355,5,a
AT,1046,a
AT,759,a
AT,1021,5,a
AT,584,a
AT,1143,5,a
AT,88,a
AT,261,a
AT,0,a
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,m,m
BE,14398,798
BE,370,27
BE,998,52
BE,4585,238
BE,10648,658
BE,2987,213
BE,2628,a
BE,1083,a
BE,170,a
BE,145,a
BE,2861,a
BE,1042,a
BE,767,a
BE,2343,a
BE,843,a
BE,1663,a
BE,2235,a
BE,1307,a
BE,2003,a
BE,m,m
BE,m,m
BE,1971,a
BE,1799,a
BE,1413,a
BE,1474,a
BE,m,m
BG,2977,44
BG,267,a
BG,171,a
BG,969,7
BG,701,0
BG,3562,14
BG,1422,15
BG,667,30
BG,2154,11
BG,369,6
BG,2996,55
BG,745,24
BG,3648,25
BG,c,c
BG,97,a
BG,311,9
BG,4432,43
BG,c,c
BG,615,32
BG,765,33
BG,236,7
BG,2069,a
BG,0,a
BG,241,a
BG,1934,63
BG,5135,178
BG,5735,53
BG,788,32
BG,2844,71
BG,472,21
BG,438,9
BG,494,16
BG,1523,72
BG,841,53
BG,118,7
BG,281,20
BG,186,17
BG,2354,45
BG,264,s
BG,451,13
BG,400,6
BG,314,8
BG,420,45
BG,133,a
BG,c,c
BG,15,a
BG,150,a
BG,1373,5
BG,1331,23
BG,1841,21
BG,a,133
BG,21,a
CH,2803,433
CH,3672,547
CH,2389,135
CH,4058,354
CH,3098,230
CH,529,21
CH,914,55
CH,1934,113
CH,5435,718
CH,803,48
CH,1885,428
CH,3684,769
CH,1697,a
CH,4607,a
CH,2942,a
CH,1740,a
CH,996,a
CH,1490,a
CH,4972,a
CH,451,a
CH,530,a
CH,118,a
CH,127,a
CH,176,a
CH,698,a
CH,218,a
CH,349,a
CH,248,a
CH,40,a
CH,119,a
CH,229,a
CH,93,a
CH,522,a
CH,57,a
CH,106,a
CY,1623,57
CY,835,4
CY,624,14
CY,1548,0
CY,729,s
CY,813,s
CY,0,a
CY,14,a
CY,128,a
CY,35,a
CY,192,a
CY,196,a
CY,89,a
CY,84,a
CY,110,a
CY,25,a
CY,125,a
CY,23,a
CY,17,a
CY,184,a
CY,a,0
CY,23,0
CY,24,a
CZ,327,22
CZ,46,3
CZ,5516,119
CZ,4660,192
CZ,206,9
CZ,2936,73
CZ,8616,316
CZ,2456,79
CZ,2624,29
CZ,1822,18
CZ,1625,51
CZ,2028,12
CZ,1839,11
CZ,7906,699
CZ,4616,151
CZ,1916,53
CZ,3057,39
CZ,490,34
CZ,4415,136
CZ,4598,70
CZ,691,75
CZ,542,a
CZ,505,a
CZ,139,3
CZ,5448,189
CZ,3095,66
CZ,1198,a
CZ,223,a
CZ,463,a
CZ,1468,3
CZ,126,a
CZ,606,a
CZ,144,a
CZ,59,a
CZ,106,a
CZ,1036,a
CZ,381,a
CZ,1490,4
CZ,3015,11
CZ,261,a
CZ,105,a
CZ,100,a
CZ,10,a
CZ,234,a
CZ,96,a
CZ,162,a
CZ,399,a
CZ,5,a
CZ,153,a
CZ,81,a
CZ,209,a
CZ,108,a
CZ,57,a
CZ,65,a
CZ,74,a
CZ,316,a
CZ,177,a
CZ,54,a
CZ,137,a
CZ,154,a
CZ,132,a
CZ,192,a
CZ,25,a
CZ,0,a
CZ,88,a
CZ,13,a
CZ,702,9
CZ,490,26
CZ,20,a
CZ,0,a
CZ,0,a
DE,3948,827
DE,4571,1245
DE,2191,146
DE,4197,255
DE,1910,194
DE,2560,89
DE,3756,414
DE,3980,632
DE,1732,411
DE,219,0
DE,42,a
DE,99,a
DE,8,0
DE,3634,123
DE,2662,73
DE,2300,193
DE,1329,30
DE,6529,670
DE,8305,1430
DE,8281,1013
DE,1087,77
DE,49,0
DE,2105,70
DE,3642,429
DE,4493,480
DE,4956,690
DE,4196,501
DE,4203,538
DE,120,6
DE,94,0
DE,136,s
DE,1516,5
DE,60,a
DE,1094,46
DE,3289,314
DE,3084,341
DE,287,51
DE,6693,878
DE,1174,98
DE,357,4
DE,666,0
DE,275,38
DE,4349,437
DE,5344,688
DE,3979,439
DE,3326,178
DE,3017,467
DE,405,s
DE,416,36
DE,1383,237
DE,2217,291
DE,2973,312
DE,563,81
DE,4286,751
DE,3653,347
DE,376,247
DE,244,134
DE,1666,44
DE,1629,55
DE,2723,158
DE,2179,123
DE,779,17
DE,6750,798
DE,3313,249
DE,5729,492
DE,4178,702
DE,4400,259
DE,2674,366
DE,5042,327
DE,3122,46
DE,6520,762
DE,628,40
DE,6683,777
DE,2798,131
DE,2524,102
DE,2789,123
DE,209,96
DE,108,0
DE,2079,189
DE,3256,38
DE,6319,642
DE,57,15
DE,2609,100
DE,397,30
DE,2689,282
DE,1966,121
DE,5821,711
DE,1058,110
DE,4463,494
DE,113,a
DE,141,20
DE,2969,320
DE,2613,229
DE,1022,15
DE,3576,442
DE,526,179
DE,1410,52
DE,1188,72
DE,3555,534
DE,932,55
DE,947,10
DE,793,10
DE,785,21
DE,1081,8
DE,518,6
DE,691,5
DE,99,5
DE,19,5
DE,29,5
DE,s,0
DE,57,a
DE,8,0
DE,13,s
DE,s,9
DE,5,0
DE,9,9
DE,122,s
DE,33,a
DE,45,5
DE,158,s
DE,162,0
DE,169,6
DE,191,0
DE,99,m
DE,49,a
DE,27,0
DE,261,0
DE,23,a
DE,95,a
DE,201,0
DE,892,5
DE,217,a
DE,117,a
DE,44,a
DE,m,0
DE,171,a
DE,153,0
DE,277,6
DE,175,s
DE,60,0
DE,59,0
DE,177,9
DE,212,11
DE,133,0
DE,86,0
DE,157,s
DE,153,s
DE,43,s
DE,353,0
DE,39,0
DE,161,0
DE,53,s
DE,61,a
DE,133,0
DE,156,0
DE,22,a
DE,73,a
DE,228,a
DE,233,a
DE,276,0
DE,90,0
DE,234,0
DE,938,a
DE,507,a
DE,480,a
DE,1301,a
DE,1128,a
DE,1443,a
DE,1429,a
DE,1011,a
DE,242,a
DE,1076,a
DE,1005,a
DE,828,a
DE,1039,a
DE,9569,a
DE,664,a
DE,1400,a
DE,167,a
DE,155,a
DE,903,a
DE,799,a
DE,777,a
DE,80,a
DE,781,a
DE,130,a
DE,61,a
DE,269,a
DE,336,a
DE,63,a
DE,218,a
DE,323,a
DE,288,a
DE,550,a
DE,560,a
DE,605,a
DE,1268,a
DE,762,a
DE,950,a
DE,639,a
DE,867,a
DE,912,a
DE,772,a
DE,3275,a
DE,498,a
DE,2182,a
DE,1711,a
DE,960,a
DE,914,a
DE,1524,a
DE,399,a
DE,75,a
DE,246,a
DE,193,a
DE,239,a
DE,510,a
DE,736,a
DE,2112,a
DE,2669,a
DE,2543,a
DE,258,a
DE,87,a
DE,86,a
DE,144,a
DE,216,a
DE,111,a
DE,80,a
DE,398,a
DE,366,a
DE,440,a
DE,398,a
DE,627,a
DE,865,a
DE,1630,a
DE,391,a
DE,63,a
DE,2529,a
DE,413,a
DE,704,a
DE,204,a
DE,117,a
DE,272,a
DE,2161,a
DE,1699,a
DE,1194,a
DE,2220,a
DE,1479,a
DE,45,a
DE,130,a
DE,473,a
DE,158,a
DE,1067,a
DE,1081,a
DE,352,a
DE,576,a
DE,566,a
DE,1316,a
DE,2054,a
DE,1561,a
DE,1276,a
DE,2424,a
DE,148,a
DE,83,a
DE,118,a
DE,103,a
DE,170,a
DE,1824,a
DE,1393,a
DE,754,a
DE,1022,a
DE,1477,a
DE,1153,a
DE,997,a
DE,2944,a
DE,1044,a
DE,2183,a
DE,1785,a
DE,2141,a
DE,287,a
DE,484,a
DE,277,a
DE,87,a
DE,248,a
DE,463,a
DE,338,a
DE,3372,a
DE,72,a
DE,296,a
DE,1079,a
DE,391,a
DE,102,a
DE,496,a
DE,993,a
DE,456,a
DE,954,a
DE,1504,a
DE,1006,a
DE,1040,a
DE,1226,a
DE,601,a
DE,244,a
DE,961,a
DE,934,a
DE,937,a
DE,1421,a
DE,2196,a
DE,766,a
DE,984,a
DE,151,a
DE,170,a
DE,1367,a
DE,513,a
DE,1216,a
DE,586,a
DE,671,a
DE,281,a
DE,1209,a
DE,747,a
DE,271,a
DE,163,a
DE,888,a
DE,950,a
DE,611,a
DE,668,a
DE,87,a
DE,325,a
DE,449,a
DE,130,a
DE,412,a
DE,1187,a
DE,90,a
DE,173,a
DE,155,a
DE,93,a
DE,240,a
DE,685,a
DE,123,a
DE,94,a
DE,286,a
DE,211,a
DE,468,a
DE,2213,a
DE,1144,a
DE,143,a
DE,97,a
DE,562,a
DE,151,a
DE,187,a
DE,114,a
DE,130,a
DE,293,a
DE,95,a
DE,53,a
DE,5,a
DE,97,a
DE,765,a
DE,55,0
DE,162,a
DE,134,a
DE,210,a
DE,288,a
DE,75,a
DE,78,a
DE,40,a
DE,m,a
DE,5,a
DE,43,a
DE,92,a
DE,65,a
DE,63,a
DE,130,a
DE,139,a
DE,118,a
DE,m,a
DE,36,a
DE,72,a
DE,15,a
DE,10,a
DE,1161,a
DE,54,a
DE,1966,73
DE,230,a
DE,m,a
DE,m,m
DE,m,m
DE,234,a
DE,m,a
DE,74,a
DK,m,m
DK,m,m
DK,m,m
DK,m,m
DK,m,m
DK,m,m
DK,m,m
DK,m,m
DK,m,m
DK,m,a
DK,m,m
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,a
DK,m,m
DK,m,m
DK,m,a
EE,2730,107
EE,2177,64
EE,1866,18
EE,624,13
EE,168,a
EE,293,a
EE,195,s
EE,103,a
EE,380,a
EE,259,a
EE,229,s
EE,293,a
EE,218,a
EE,213,a
EE,141,s
EE,81,a
EE,66,a
EE,47,a
EE,57,a
EE,51,a
EE,24,a
EE,14,a
EE,35,a
EE,17,a
EE,2,a
ES,2677,71
ES,3755,135
ES,4003,159
ES,11313,458
ES,2093,71
ES,3324,72
ES,6424,218
ES,1911,83
ES,11148,472
ES,6260,326
ES,4295,233
ES,2429,75
ES,3741,132
ES,2923,85
ES,1985,92
ES,8484,704
ES,10662,744
ES,2757,106
ES,1718,83
ES,6086,355
ES,3674,186
ES,2596,178
ES,4718,158
ES,5506,137
ES,2418,93
ES,3374,135
ES,6103,273
ES,10619,396
ES,1651,41
ES,4489,90
ES,6344,293
ES,5691,189
ES,3402,147
ES,3641,120
ES,5093,240
ES,4295,116
ES,4191,165
ES,6240,633
ES,4194,160
ES,14637,806
ES,5967,297
ES,5820,145
ES,5996,262
ES,741,38
ES,1799,51
ES,8626,480
ES,945,41
ES,1760,6
ES,2253,s
ES,2201,31
ES,1251,15
ES,3894,6
ES,1605,14
ES,639,s
ES,3092,39
ES,3022,34
ES,2251,48
ES,2642,137
ES,3787,32
ES,123,0
ES,2076,s
ES,145,7
ES,1480,0
ES,6133,0
ES,578,6
ES,1128,18
ES,8688,167
ES,2013,35
ES,1741,20
ES,444,s
ES,2876,32
ES,485,9
ES,1279,11
ES,724,39
ES,1234,0
ES,4560,9
ES,3582,52
ES,71,0
ES,54,0
ES,124,0
ES,0,a
FI,5569,519
FI,3328,208
FI,1024,102
FI,2714,182
FI,2417,154
FI,2665,175
FI,507,19
FI,910,27
FI,945,65
FI,1499,99
FI,992,35
FI,206,4
FI,3255,237
FI,2668,174
FI,441,24
FI,1131,a
FI,74,a
FI,1804,a
FI,2659,a
FI,571,a
FI,1856,a
FI,1079,a
FI,662,a
FI,948,a
FI,1369,a
FI,800,a
FI,429,a
FI,1285,a
FI,971,a
FI,986,a
FI,1851,a
FI,395,a
FI,609,a
FI,1131,a
FI,35,a
FI,759,a
FI,500,a
FI,700,a
FI,561,a
FI,1559,a
FI,278,a
FR,10407,m
FR,662,m
FR,60,a
FR,322,m
FR,101,m
FR,231,m
FR,28795,m
FR,9802,m
FR,74,m
FR,213,a
FR,91,a
FR,82,m
FR,178,a
FR,3649,m
FR,56,m
FR,64,m
FR,11599,m
FR,m,m
FR,179,a
FR,267,a
FR,8682,m
FR,140,a
FR,70,a
FR,216,a
FR,7729,m
FR,335,m
FR,92,a
FR,260,a
FR,1372,m
FR,80,m
FR,254,m
FR,536,m
FR,183,a
FR,m,m
FR,229,a
FR,1176,m
FR,10976,m
FR,9403,m
FR,11420,m
FR,498,a
FR,227,m
FR,148,a
FR,5754,m
FR,80,m
FR,240,m
FR,761,a
FR,127,m
FR,311,m
FR,8288,m
FR,288,a
FR,96,m
FR,256,m
FR,99,m
FR,227,a
FR,344,m
FR,11807,m
FR,9370,m
FR,105,a
FR,m,m
FR,62,a
FR,160,m
FR,86,a
FR,392,m
FR,7510,m
FR,279,m
FR,99,m
FR,6838,m
FR,8944,m
FR,2186,m
FR,1335,m
FR,0,m
FR,96,m
FR,179,a
FR,272,m
FR,7419,m
FR,166,m
FR,567,m
FR,347,m
FR,94,m
FR,16899,m
FR,m,m
FR,96,a
FR,196,a
FR,82,a
FR,6033,m
FR,71,m
FR,m,m
FR,66,m
FR,285,a
FR,159,a
FR,m,m
FR,11072,m
FR,140,a
FR,84,m
FR,7842,m
FR,255,m
FR,72,m
FR,22370,m
FR,66,a
FR,86,m
FR,3820,m
FR,m,a
FR,m,m
FR,54,a
FR,105,a
FR,176,m
FR,140,a
FR,313,a
FR,269,a
FR,m,m
FR,111,a
FR,431,a
FR,330,m
FR,4930,m
FR,7914,m
FR,9061,m
FR,5060,m
FR,m,m
FR,5152,m
FR,113,m
FR,385,a
FR,1068,m
FR,126,a
FR,4914,m
FR,69,a
FR,m,m
FR,7124,m
FR,134,m
FR,6399,m
FR,99,a
FR,188,a
FR,5166,m
FR,74,m
FR,173,a
FR,197,a
FR,3512,m
FR,264,m
FR,199,m
FR,149,a
FR,381,a
FR,18757,m
FR,4071,m
FR,299,m
FR,102,m
FR,499,m
FR,1180,m
FR,248,a
FR,m,m
FR,16010,m
FR,13123,m
FR,m,m
FR,185,a
FR,13535,m
FR,126,a
FR,203,a
FR,187,m
FR,142,a
FR,313,a
FR,228,m
FR,496,m
FR,4530,m
FR,6473,m
FR,81,a
FR,m,m
FR,4398,m
FR,17189,m
FR,7692,m
FR,4552,m
FR,6324,m
FR,12977,m
FR,14409,m
FR,10457,m
FR,302,m
FR,717,m
FR,309,m
FR,278,m
FR,2052,m
FR,142,a
FR,a,m
FR,88,a
FR,3102,m
FR,705,m
FR,998,m
FR,m,m
FR,82,a
FR,52,m
FR,a,a
FR,225,m
FR,1978,m
FR,603,m
FR,290,m
FR,m,m
FR,437,m
FR,m,a
FR,334,m
FR,m,m
FR,216,a
FR,179,a
FR,512,m
FR,660,m
FR,420,a
FR,550,m
FR,63,m
FR,m,m
FR,1515,a
FR,580,a
FR,61,m
FR,149,m
FR,366,m
FR,7900,m
FR,396,a
FR,3355,m
FR,91,a
FR,c,c
FR,6313,a
FR,278,a
FR,229,m
FR,0,m
FR,405,m
FR,m,m
FR,7138,m
FR,8782,m
FR,71,a
FR,205,m
FR,1483,a
FR,3930,m
FR,78,a
FR,2544,m
FR,c,c
FR,293,m
FR,11383,m
FR,5838,m
FR,56,a
FR,108,a
FR,889,m
FR,135,m
FR,12069,m
FR,489,m
FR,214,a
FR,4665,m
FR,m,a
FR,129,a
FR,222,a
FR,298,a
FR,308,a
FR,9856,m
FR,185,a
FR,246,a
FR,107,a
FR,m,a
FR,241,a
FR,6620,m
FR,6312,m
FR,292,a
FR,591,m
FR,13552,a
FR,257,a
FR,211,a
FR,48,a
FR,251,a
FR,136,a
FR,564,a
FR,238,a
FR,250,a
FR,6419,m
FR,80,a
FR,81,m
FR,183,a
FR,154,a
FR,m,m
FR,1911,m
FR,2655,m
FR,4102,m
FR,668,m
FR,867,m
FR,200,a
FR,21333,m
FR,1950,a
FR,623,a
FR,1789,a
FR,625,a
FR,1317,a
FR,694,a
FR,916,a
FR,665,a
FR,165,a
FR,1544,a
FR,634,a
FR,921,a
FR,205,a
FR,183,a
FR,663,a
